language_long	mca_comma	mca_comma_remove_parenthesis	mca_ed	mca_remove_parenthesis
Chewa	0.021919574502377307	0.022080747844306553	0.01478765412200822	0.020871947779837214
Noongar	0.08871989860583017	0.08897338403041825	0.07401774397972116	0.0806083650190114
Occitan	0.14142790014334913	0.14271353794908398	0.12387506617257808	0.12938377349512253
Livvi-Karelian	0.1791363830696879	0.17870884993587002	0.1611799914493373	0.17400598546387344
Oromo	0.020380049430736194	0.02050160042137677	0.014261982901827317	0.020339532433856004
Odia	1.3143013698630137	1.324931506849315	1.2863561643835617	1.317917808219178
Ossetian	3.3437139561707037	3.339100346020761	2.176470588235294	5.0657439446366785
Ottoman Turkish	0.3694581280788177	0.35960591133004927	0.3793103448275862	0.37438423645320196
Eastern Punjabi	1.106886517943744	1.0982541222114452	1.0705140640155189	1.0878758486905917
Pangasinan	0.024041327240214582	0.024120802702165708	0.016133518776077885	0.022690244387045498
Kapampangan	0.033952496954933006	0.0341047503045067	0.02363733252131547	0.030374543239951278
Papiamento	0.13115202333211812	0.13278127156491282	0.11443414405499713	0.11965678424019895
Picard	0.12104588831291235	0.12227646586700244	0.0999720193213949	0.10521548962866421
Pennsylvania German	0.03712281846354591	0.03712281846354591	0.028086772141575598	0.03421954004240744
Plautdietsch	0.02097762120180952	0.020657352175827697	0.013691500860723007	0.019376276071900397
Palatinate German	0.18637390440046986	0.175548929249119	0.174573055028463	0.17112135176651305
Pali	0.1493989696622782	0.1511161991986262	0.1307956496851746	0.14109902690326273
Pitkern	0.020622243413994518	0.020741447133150553	0.014026304287360432	0.02002622481821433
Polish	0.4940924901792964	0.42190736143305857	0.39971909495907126	0.34033769048239537
Piedmontese	0.1517539781870195	0.15298518137086622	0.13836581441087073	0.1440024602357249
Western Punjabi	2.250915271966527	2.2466004184100417	2.1644874476987446	2.2297332635983262
Pontic Greek	0.12235817575083426	0.12235817575083426	0.12235817575083426	0.12235817575083426
Old Prussian	0.12471822670674108	0.12602144189354195	0.10838879347359381	0.11292551692675137
Pashto	2.1915584415584415	2.213203463203463	2.0562770562770565	2.1926406926406927
Portuguese	0.3588770804323682	0.3336514868227798	0.2657926907663778	0.25402376998810194
Brazilian Portuguese	0.3320521524187512	0.3247143444021251	0.27000887774818527	0.2786995968443847
Quechua	0.1811102819506181	0.18208364426851822	0.1705330780961033	0.1790662210830278
Kichwa	0.016033863519753718	0.01607662048913973	0.009449290234308192	0.01599110655036771
Romagnol	0.17044807830936753	0.17225352379868344	0.14994119209318207	0.15362434314116064
Riffian	0.014340139548820683	0.01442575232224648	0.008218826248876333	0.014340139548820683
Romansh	0.09629440140330361	0.09768977299720434	0.08408858354041807	0.0889617073631253
Finnish Kalo	0.0829103214890017	0.0829103214890017	0.0676818950930626	0.0829103214890017
Romani	0.020896224565805466	0.02101383933822088	0.014113772689849846	0.020896224565805466
Kirundi	0.018811681772406847	0.018932527693857	0.012245720040281974	0.018328298086606243
Romanian	0.346274721853545	0.3447093831109247	0.3095184256664864	0.31896743832420105
Tarantino	0.021593032966158984	0.021712331490833896	0.01475325088479739	0.020877241818109515
Russian	1.547978463461757	1.5487867939538584	1.5266223434481192	4.198100636435958
Rusyn	0.9445876288659794	0.9110824742268041	0.8505154639175257	0.9033505154639175
Aromanian	0.026657060518731988	0.026732898528742607	0.01949036857272865	0.025557409373578036
Megleno-Romanian	0.04574132492113565	0.04574132492113565	0.04574132492113565	0.04574132492113565
Megleno-Romanian in Cyrillic script	0.08465608465608465	0.08465608465608465	0.08465608465608465	0.08465608465608465
