language_long	mca_baseline	mca_comma	mca_edit_distance	mca_remove_parenthesis	mca_comma_remove_parenthesis	max_diff
Chinese	0.0	0.005849342812381808	-0.010017379483367783	-0.2874121700592118	-0.280862398147662	0.2874121700592118
Russia Buriat	0.0	-0.012295081967212962	-0.2807377049180326	0.032786885245901676	-0.00819672131147553	0.2807377049180326
Goan Konkani	0.0	-0.22434782608695647	-0.2730434782608694	-0.003478260869564931	-0.21565217391304348	0.2730434782608694
Ladin	0.0	-0.0927152317880795	-0.2582781456953642	-0.07947019867549665	-0.1721854304635762	0.2582781456953642
Mon language spelling	0.0	0.12727272727272698	-0.2545454545454544	0.018181818181818077	0.018181818181818077	0.2545454545454544
Canadian English	0.0	0.2544223913399663	-0.00484753978880989	-0.0008750413088728926	0.2543341159602179	0.2544223913399663
Mongolian	0.0	0.06371654501216528	-0.25440997566909984	0.011100973236009892	0.0684306569343065	0.25440997566909984
Crimean Tatar	0.0	0.027888446215139417	-0.25298804780876494	-0.0019920318725101804	0.013944223107569709	0.25298804780876494
Central Atlas Tamazight	0.0	0.0	-0.25	0.0	0.0	0.25
British English	0.0	0.23499002768134797	-0.005069052654847292	0.0005933886005246025	0.2363532479323508	0.2363532479323508
Amharic	0.0	0.000683060109289757	-0.22882513661202175	0.004781420765027411	0.017076502732240595	0.22882513661202175
English	0.0	0.16048970239877391	1.818436539e-05	0.0627792096294888	0.2201898481657696	0.2201898481657696
Avaric	0.0	-0.08695652173913015	-0.19710144927536244	0.008695652173912993	-0.07826086956521738	0.19710144927536244
formal address in German	0.0	0.0	0.0	-0.18181818181818182	-0.18181818181818182	0.18181818181818182
Uyghur Arabic alphabet	0.0	0.00421940928270037	-0.17721518987341772	0.008438818565400796	0.008438818565400796	0.17721518987341772
Sinhala	0.0	0.02376514445479927	-0.1714818266542406	0.006523765144454519	0.04147250698974814	0.1714818266542406
Eastern Pwo	0.0	0.0	0.16666666666666674	0.16666666666666674	0.16666666666666674	0.16666666666666674
Vietnamese	0.0	0.0181229810999054	-0.14772114386457352	-0.02789851545719213	-0.0071773036171625115	0.14772114386457352
Dutch	0.0	0.1411938274435724	-0.009540157588532189	-0.0073004641163774975	0.13076953931811952	0.1411938274435724
Uyghur	0.0	0.0027285129604364133	-0.13915416098226463	-0.017735334242837908	-0.017735334242837908	0.13915416098226463
South Azerbaijani	0.0	0.008149186976462275	-0.059331134948009456	-0.13563026696483838	-0.13051333560752498	0.13563026696483838
Taraškievica	0.0	0.12319867706118592	0.08977084809827529	0.014056224899598346	0.1314670446491848	0.1314670446491848
Modern Greek	0.0	0.12780023332822776	-0.0889593325398601	-0.0007071132805729352	0.1297225456791009	0.1297225456791009
Veps	0.0	0.00046585659381190303	-0.1253154237353935	0.0008152490391707956	0.001630498078341508	0.1253154237353935
Kabardian	0.0	0.09915014164305946	-0.12181303116147302	0.0028328611898017497	0.09631728045325783	0.12181303116147302
Pashto	0.0	0.01677489177489111	-0.11850649350649345	0.017857142857142794	0.03841991341991324	0.11850649350649345
Belarusian	0.0	0.10599343185550092	0.0472632731253424	0.01704980842911885	0.11710454296661155	0.11710454296661155
Sindhi	0.0	0.012472487160674728	-0.11592076302274457	0.019809244314012986	0.026412325752017463	0.11592076302274457
Hebrew	0.0	0.11170612195362484	-0.08022785712660307	-0.0011529388563147336	0.11163785583713248	0.11170612195362484
Scots	0.0	0.11037138093072613	-0.0059420948916174	-0.0026182624089558793	0.10845714201975071	0.11037138093072613
Dhivehi	0.0	0.006864988558352492	-0.013729977116704761	0.10983981693363853	0.10755148741418774	0.10983981693363853
Telugu	0.0	0.029302155644866712	-0.10434782608695614	0.003799780781878148	0.03324808184143224	0.10434782608695614
Tajik	0.0	0.0936671825640808	0.06061441261899214	0.008268492802171012	0.10431021688892661	0.10431021688892661
Aramaic	0.0	0.009615384615384581	-0.09935897435897445	0.022435897435897356	0.03205128205128216	0.09935897435897445
Sanskrit	0.0	0.008658008658008809	-0.09653679653679648	0.011688311688311748	0.01601731601731604	0.09653679653679648
Serbian written in Cyrillic	0.0	0.08814842163559145	0.02187557688757602	0.008676389145283014	0.09442495846409416	0.09442495846409416
Albanian	0.0	0.08722710984659311	-0.002574197395924599	0.0068195155928822	0.0938952834024893	0.0938952834024893
Bulgarian	0.0	0.08772260731519488	0.014130554376699411	-0.015879998306087106	0.0690474604719511	0.08772260731519488
Georgian	0.0	0.006977494555134189	-0.08711785109300618	-0.005928853754940899	0.006332177139630746	0.08711785109300618
Meitei	0.0	0.0	0.0	0.08333333333333348	0.08333333333333348	0.08333333333333348
Italian	0.0	0.08123305763605868	-0.014448909914393099	0.0012410663074668982	0.08289796298318527	0.08289796298318527
Spanish	0.0	0.07689771767435499	-0.008300242181667805	0.0031138452982823056	0.08039515336024539	0.08039515336024539
Kildin Sami	0.0	0.0797546012269939	0.06748466257668717	0.0030674846625766694	0.0797546012269939	0.0797546012269939
Czech	0.0	0.07270231341927369	-0.024807340221173813	-0.079316289229729	0.0002514553220199778	0.079316289229729
Polish	0.0	0.07557278293501879	-0.018812956745012877	-0.07819436122168877	0.0033753097289744294	0.07819436122168877
Portuguese	0.0	0.07790675798668839	-0.015181989936783491	-0.026950910715059395	0.0526768061196185	0.07790675798668839
Rusyn	0.0	0.01675257731958757	-0.07731958762886604	-0.02448453608247414	-0.01675257731958779	0.07731958762886604
Serbian	0.0	0.0747881158610415	0.005006053832541824	-0.024657725621682003	0.05259849119865878	0.0747881158610415
Swedish	0.0	0.0735184089674619	-0.011013559256878386	-0.017030961019309593	0.057873539657692735	0.0735184089674619
Western Punjabi	0.0	0.013336820083682088	-0.072960251046025	-0.0077144351464437655	0.009152719665271647	0.072960251046025
Kannada	0.0	0.004990714948932329	-0.07219127205199638	0.006499535747446661	0.00882079851439177	0.07219127205199638
Western Armenian	0.0	0.010786516853932504	-0.0714606741573034	-0.020674157303370855	-0.014382022471910227	0.0714606741573034
Azerbaijani	0.0	0.0036274016349341354	-0.06947602270163322	-0.01324261936581217	-0.008608570387212189	0.06947602270163322
Urdu	0.0	0.013841894801599697	-0.06864554496052433	-0.006664616015584546	0.008766533374346519	0.06864554496052433
Yiddish	0.0	0.02021932830706019	-0.06751199451679213	-0.007196710075393797	0.012337217272104573	0.06751199451679213
Algerian Arabic	0.0	0.006479481641468832	-0.06695464362850956	0.017278617710583255	0.02591792656587466	0.06695464362850956
Shan	0.0	0.0	-0.013953488372093092	-0.06046511627906975	-0.06511627906976747	0.06511627906976747
Armenian	0.0	0.009160870436914825	-0.06460418562329395	-0.001094986197005321	0.007664903379034804	0.06460418562329395
Galician	0.0	0.055862397734878694	-0.011031872529144615	0.007307692540862387	0.063406175474163	0.063406175474163
Macedonian	0.0	0.06321839080459757	0.013315124615909557	-0.0034141345168998694	0.05957664731990442	0.06321839080459757
Newar	0.0	0.003696857670979714	-0.06284658040665425	-0.005545286506469349	-0.005545286506469349	0.06284658040665425
German	0.0	0.05987303772982988	-0.010621131187817212	0.0031109963176343958	0.06260366459277028	0.06260366459277028
Finnish	0.0	0.0613529609680184	-0.0075128356558306075	-0.0230282492082845	0.04003551898426222	0.0613529609680184
Tigrinya	0.0	0.06060606060606055	0.030303030303030498	0.0	0.0	0.06060606060606055
Gan	0.0	0.004398826979472137	-0.021994134897360684	-0.06011730205278598	-0.0542521994134898	0.06011730205278598
Danish	0.0	0.057650580986384314	-0.010012360745780685	-0.013056158375323201	0.0449806434632804	0.057650580986384314
Wu Chinese	0.0	0.013904624575136415	-0.011535688536409738	-0.056957462148522264	-0.04233185703986031	0.056957462148522264
Chinese in Macau	0.0	0.010307273434461361	-0.0206145468689225	-0.05659276546091019	-0.04142357059509916	0.05659276546091019
Cantonese	0.0	0.016448224980470716	-0.018835170558110903	-0.05607152156930795	-0.03823452825275542	0.05607152156930795
Welsh	0.0	0.054549070878136	-0.004618321443904699	0.0011353934031061996	0.0560629893960234	0.0560629893960234
Tajik in Cyrillic script	0.0	0.044982698961937684	-0.027681660899654015	0.02076124567474047	0.055363321799307974	0.055363321799307974
Tatar in Cyrillic script	0.0	0.0541205412054121	0.014760147601476037	0.0036900369003690647	0.05535055350553508	0.05535055350553508
Gujarati	0.0	0.01870790720878035	-0.054377650286854706	0.014716887004240675	0.028934896482913475	0.054377650286854706
N'Ko	0.0	0.0	-0.05323193916349833	0.003802281368820992	-0.0038022813688214363	0.05323193916349833
Kabiye	0.0	0.0014925373134329067	-0.05074626865671633	0.004477611940298609	0.008955223880597107	0.05074626865671633
Inari Sami	0.0	0.0012626262626261875	-0.04924242424242431	-0.002525252525252597	0.0	0.04924242424242431
Tunisian Arabic in Arabic script	0.0	0.022965350523771022	-0.0491539081385981	0.026994359387590094	0.045930701047542044	0.0491539081385981
Latin American Spanish	0.0	0.0	-0.04914529914529908	0.0064102564102563875	0.004273504273504258	0.04914529914529908
Thai	0.0	0.016317722333699436	-0.04800666338545412	0.0144247151024115	0.027600045432173204	0.04800666338545412
Guianan Creole	0.0	-0.00793650793650802	-0.04761904761904767	-0.039682539682539764	-0.04761904761904767	0.04761904761904767
Tamil	0.0	0.009978588453924742	-0.04714580050902928	-0.006665858683795989	0.0009695794449158246	0.04714580050902928
Skolt Sami	0.0	0.0	-0.0464135021097046	0.0	0.0	0.0464135021097046
Brazilian Portuguese	0.0	0.04588229150347278	-0.01615750169721658	-0.007466782601017075	0.0385479649567233	0.04588229150347278
Khmer	0.0	0.030732860520094496	-0.030732860520094496	0.0035460992907803135	0.043735224586288535	0.043735224586288535
Yoruba	0.0	0.04369140792981849	-0.014105100197815398	-0.001089418307961304	0.04306069206731461	0.04369140792981849
global	0.0	0.03927040876419968	-0.043128869843202994	-0.005267117404429089	0.03320278541061561	0.043128869843202994
French	0.0	0.038572186134991	-0.010164897881777185	0.0032988791925785133	0.04188766447603154	0.04188766447603154
simplified Gan	0.0	0.005181347150259086	-0.0181347150259068	-0.04145077720207252	-0.03886010362694298	0.04145077720207252
Kazakh in Latin script	0.0	7.422802850359789e-05	-0.04138212589073631	0.0010020783847980996	0.00011134204275539683	0.04138212589073631
Moroccan Arabic	0.0	0.008697371021941125	-0.04071950978454231	0.012453053963233929	0.023917770310337927	0.04071950978454231
Catalan	0.0	0.0393184411324253	-0.0080198602296227	0.0008003027744716007	0.04019010799153269	0.04019010799153269
Low German	0.0	0.039684526790185304	-0.005410894118956205	-0.0028266308659221917	0.03733444463995991	0.039684526790185304
Marathi	0.0	0.036000283466798955	-0.037417617461554586	0.0055276025795478745	0.03876408475657289	0.03876408475657289
Taiwanese Mandarin	0.0	0.015046656298600247	-0.020062208398133885	-0.038374805598755835	-0.02395023328149315	0.038374805598755835
Dinka	0.0	0.0380952380952381	-0.0047619047619046895	0.0023809523809524002	0.0380952380952381	0.0380952380952381
Asturian	0.0	0.03197807957059601	-0.0071372711785512855	0.00580022435126229	0.037585792413648705	0.037585792413648705
Hindi	0.0	0.023892428507927166	-0.0375611201659507	-0.009631056452807929	0.013890946806934368	0.0375611201659507
Kurdish Arabic alphabet	0.0	0.0010683760683760646	-0.03739316239316248	-0.0010683760683761756	0.0	0.03739316239316248
Putonghua	0.0	0.015509151473906524	-0.015885239442673615	-0.03610444500161192	-0.02149074107238813	0.03610444500161192
Nepali	0.0	0.0058786145535434375	-0.03558945027009819	0.0025421035907216005	0.006673021925643896	0.03558945027009819
Luxembourgish	0.0	0.035469017879010495	-0.004575067352437012	-0.0006409495702324186	0.0352446046083332	0.035469017879010495
Gilaki	0.0	0.008720930232558155	-0.03488372093023262	0.005813953488372103	0.011627906976744096	0.03488372093023262
Northern Luri	0.0	0.005221932114882422	0.03394255874673646	0.005221932114882422	0.007832898172323799	0.03394255874673646
Ume Sami	0.0	0.0	-0.03389830508474581	0.0	0.0	0.03389830508474581
Turkish	0.0	0.010523094208944206	-0.032080763699936676	-0.00936482718692766	0.0012421608477191093	0.032080763699936676
Assamese	0.0	0.006490599820949017	-0.03200537153088634	0.0042524619516561835	0.008281110116383217	0.03200537153088634
Malaysian Mandarin	0.0	0.008497489378138212	-0.014291232135959953	-0.03186558516801841	-0.017574353032058787	0.03186558516801841
Hiligaynon	0.0	0.031640912435614406	-0.0051508462104488985	0.0	0.031640912435614406	0.031640912435614406
Swiss German	0.0	0.0	-0.015384615384615385	-0.030769230769230688	-0.030769230769230688	0.030769230769230688
Malayalam	0.0	0.018879515111802858	-0.03067409288229994	0.009419280858383061	0.029568351216315847	0.03067409288229994
Bengali	0.0	0.01411159936986972	-0.030660807561561976	-0.005671171544648024	0.006052566122212166	0.030660807561561976
Sirionó	0.0	0.0304259634888438	0.0	0.0	0.0304259634888438	0.0304259634888438
Kazakh in Turkey	0.0	8.086689309390327e-05	-0.030244218017143797	0.0008086689309396017	4.043344654690306e-05	0.030244218017143797
Ottoman Turkish	0.0	-0.019704433497536977	-0.009852216748768516	-0.014778325123152802	-0.029556650246305494	0.029556650246305494
Limburgish	0.0	0.028656547958869016	-0.004101292071054002	0.00038791790753810174	0.029274327776952103	0.029274327776952103
Tulu	0.0	0.02010968921389389	0.02376599634369292	0.01645338208409508	0.02925045703839113	0.02925045703839113
traditional Gan	0.0	0.0026455026455026176	-0.01851851851851849	-0.02910052910052907	-0.02380952380952378	0.02910052910052907
Ancient Greek	0.0	0.007677543186180413	-0.017274472168906208	0.015355086372360605	0.028790786948176716	0.028790786948176716
Afrikaans	0.0	0.008434899814727503	-0.006086844699729976	-0.028428179436482792	-0.019731284789883397	0.028428179436482792
Chinese (Hong Kong)	0.0	0.013944325043496075	-0.01870330570054235	-0.028195681097124004	-0.012383584075324805	0.028195681097124004
Tibetan	0.0	0.010341261633919352	-0.020682523267838704	0.016546018614270963	0.02792140641158225	0.02792140641158225
