language_long	mca_ed
Kazakh in Cyrillic script	1.6745527986151183
Sesotho	0.014696485623003195
Karakalpak	0.017673607160465735
Wolof	0.09526779891689585
Pitkern	0.014026304287360432
Volapük	0.09681605580238457
Albanian	0.036222719924224274
Kazakh in China	1.812121212121212
Marwari (India)	0.04938271604938271
Dinka	0.1976190476190476
Palatinate German	0.174573055028463
Samogitian	0.04884561017747762
Crimean Tatar	1.0398406374501992
Gilaki	0.8546511627906976
Aymara	0.052288533663474496
traditional Gan	0.3941798941798942
Scots	0.17974837047142642
Rusyn	0.8505154639175257
Hindi	1.4574751815083715
Kanuri	0.01227291077916835
kven	0.0
Serbian	1.2041305765111296
Kirmanjki	0.08465608465608465
Georgian	1.8373396789545857
Southern Kurdish	0.033112582781456956
Standard Moroccan Berber	0.5
Nauruan Wikiquote	0.013774104683195593
Fula	0.01422072709201422
Hunsrik	0.08201523140011717
Papiamento	0.11443414405499713
Kannada	1.5141597028783658
Moldovan	0.01963262174482105
Pontic Greek	0.12235817575083426
Hakka	0.055450578898546744
Jamaican Creole	0.10748743913307415
Mon language spelling	1.4363636363636363
Tunisian Arabic in Arabic script	2.185334407735697
Polish	0.399742412272039
Thai	2.679892477189263
Karachay-Balkar	0.5875
Min Dong	0.04238606610253102
Slovak	0.1729702256033578
Brahui language	0.008319324108797793
Brazilian Portuguese	0.27001932215781504
Lower Sorbian	0.16151795515132508
Taiwanese Mandarin	1.4285381026438568
Spanish	0.10204575165689411
Zhuang	0.015871733774887927
Talysh	0.08791208791208792
Portuguese	0.2658115765487976
Yoruba	0.08133367736016743
Simplified Chinese	1.5038273082394382
Navajo	0.01588133338707727
North Korean standard language	0.10824742268041238
Romansh	0.08408858354041807
Tashelhit	0.0594855305466238
Guarani	0.020744518879415346
Zazaki	0.057802237898321576
Pite Sami	0.03223455544343536
Serbo-Croatian	0.43357952246054227
Uzbek	0.2745251733494121
Ido	0.1211139896373057
Hill Mari	1.5631469979296067
Eastern Pwo	1.1666666666666667
Czech	0.3966966601633196
Malayalam	1.430706855598329
West Frisian	0.118748318148618
Lithuanian	0.24689373700580933
Azerbaijani	0.5435027856361838
Sakizaya	0.27447833065810595
Gothic	0.015064470828545895
Marshallese	0.01130342635111268
Cherokee	0.011646396493188362
Telugu	1.946949214468396
Chechen	1.6200274348422496
Chinese (Hong Kong)	1.3212311943506294
Bulgarian	2.37937159114129
Lao	0.05380068347649395
Franco-Provençal	0.09684020734730674
British English	0.1089369056171534
Tatar	0.44128998495453653
Tunisian Arabic in Latin script	0.08149171270718232
Eastern Canadian (Aboriginal syllabics)	0.05073649754500818
Picard	0.0999720193213949
Dutch	0.1713109495070187
Mingrelian	0.8300443012484897
Low German	0.14884479497023312
Tatar in Latin script	0.012440035775266282
Malagasy	0.1273076019135564
Breton	0.18342598048005737
Riffian	0.008218826248876333
Western Punjabi	2.1644874476987446
Eastern Punjabi	1.0705140640155189
Bakhtiari	0.12105263157894737
Novial	0.022581629539212694
Kashmiri	0.7792642140468228
Sinhala	2.0512581547064306
Akan Wiktionary	0.017062146892655367
