language_long	mca_comma
Korean	1.354280510018215
Crimean Tatar Cyrillic alphabet	0.10869565217391304
Papiamento	0.13115202333211812
Kazakh in China	2.3797979797979796
Pitkern	0.020622243413994518
Kashmiri in Devanagari script	0.11797752808988764
Canadian English	0.3756108860602157
Kotava	0.5331588132635253
Chinese in Macau	1.0422014780241151
Malay	0.16454572358686
Basque	0.25671237954040027
Aramaic	0.9006410256410257
Ewe	0.12552630781813226
Javanese	0.056659789087574505
Judaeo-Spanish	0.034955277280858676
Portuguese	0.3588770804323682
Cheyenne	0.020636152055857254
Tswana	0.02169974636660091
Venetian	0.1360689881974641
Wu Chinese	1.3622412194870739
Banjar	0.026238836639532127
Irish	0.03190910793755369
Malayalam	1.480465230567614
South Azerbaijani	1.1429203148492084
Waray	0.057233918391165775
Old Church Slavonic	0.02366724697689738
Egyptian Arabic	0.7588820713287232
Quechua	0.1811102819506181
Mirandese	0.06155657852478321
Tumbuka	0.019828661062623175
Madurese	0.019867549668874173
Volapük	0.11082973603813884
Upper Sorbian	0.17567452669765332
Sirionó	0.09533468559837728
Fula	0.02266906227302267
Bulgarian	2.452932207918769
Serbian written in Cyrillic	1.2320472586302382
Croatian	0.26195019130295794
Northern Sami	0.04073332369882528
Krio	0.08011049723756906
Nahuatl	0.043374027219415044
Occitan	0.14142790014334913
Kinyarwanda	0.02140942014486374
Kumyk	0.0
Hungarian	0.8283560327317634
Erzya	0.5466408893185114
Algerian Arabic	1.0971922246220303
Swiss German	0.25384615384615383
Chewa	0.021919574502377307
Bishnupriya Manipuri	0.8766233766233766
Tigrinya	1.2121212121212122
Chechen	1.6790123456790123
Hakka	0.06661627787130243
Central Atlas Tamazight	0.75
Ligurian	0.11952821378001385
Lower Sorbian	0.1733573780774659
Twi	0.021358375191089757
Skolt Sami	0.16736990154711673
Tatar in Cyrillic script	0.6482164821648216
Tachelhit in Tifinagh script	0.0903954802259887
Pangasinan	0.024041327240214582
Zhuang	0.022495052703848793
Extremaduran	0.05283452051568847
Tatar in Latin script	0.01857874623953167
Xhosa	0.024737216470402276
Southern Luri	0.017297006632012904
Seri	0.01753642832937987
Tamil	1.69223932452632
Permyak	1.9676258992805755
Muscogee	0.01959303711946586
Bashkir language	6.603685987619584
Mandailing	0.0
Wolof	0.10949181056073795
Kabyle	0.1267785998861696
Lao	0.06118961854622702
Lak	0.44493392070484583
Nuosu	0.11797752808988764
Old English	0.05433403805496829
Zulu	0.1089625680432489
Southern Min	1.304589543411403
Koyraboro Senni	0.030303030303030304
Dutch	0.32202431914868257
Haitian Creole	0.08991592277351049
Siberian Tatar	0.5
Komi	3.4375
Marshallese	0.017749911691981632
Tsonga	0.018940920448134117
Austrian German	0.11396528665037844
Northern Luri	0.9686684073107049
Sundanese	0.03236727888299159
Latgalian	0.023562219617669643
Kirundi	0.018811681772406847
Moroccan Arabic	1.5095868748764578
Asturian	0.16992717811990343
Kurdish Arabic alphabet	0.9049145299145299
Tibetan	1.6649431230610134
North Frisian	0.1820204449789537
Talysh	0.08791208791208792
Zeelandic	0.05245407812448839
Lingua Franca Nova	0.03806702344546381
Gothic	0.02132005617260309
Thai	2.7442925831976677
Classical Chinese	0.673128735181738
Eastern Canadian in Latin script	0.019852768423525725
formal Hungarian	0.0
Abkhaz	0.9352331606217616
Bavarian	0.14931903903680718
Igbo	0.031366333714201465
Shawiya in Latin script	0.8888888888888888
Tatar	0.4836789428926539
Atayal	0.0
Bakhtiari	0.12105263157894737
Awadhi	0.5992779783393501
Herero	0.019911935471301094
Silesian German	0.015492359932088286
Cherokee	0.0177489363530878
Alemannic	0.2129787523407995
Sorani	1.651190476190476
Khowar	0.12849162011173185
Romagnol	0.17044807830936753
Oromo	0.020380049430736194
Rusyn	0.9445876288659794
Franco-Provençal	0.11056118999323868
Vietnamese	0.4212998671947945
Turkmen	0.05876046348604181
Limburgish	0.14346647767912804
Navajo	0.02333830464750695
Tok Pisin	0.021395277756552304
Sinhala	2.2455731593662627
Võro	0.7532808398950132
Ume Sami	0.12033898305084746
Bhojpuri	1.118572927597062
Noongar	0.08871989860583017
Mazanderani	1.730438344940598
Maithili	1.102789645639608
Gujarati	1.2644050885507607
Karelian	0.05357142857142857
Uzbek Latin alphabet	1.0
Samoan	0.021286869743672287
Jamaican Creole	0.1244591400488227
Kalmyk Oirat	1.1472868217054264
Yiddish	1.4876627827278959
Megleno-Romanian in Cyrillic script	0.08465608465608465
Serbian	1.2740756263388284
Albanian	0.1260228352247466
Main-Franconian	0.1283488398161641
Danish	0.29168696763803226
Votic	0.017994124367553453
Hindi	1.5190398577567048
Standard Moroccan Berber	0.5
Angika	0.0989010989010989
Taraškievica	1.4577722655327192
Italian	0.3232744773195422
Kapampangan	0.033952496954933006
Guarani	0.028585566382460414
Swahili	0.14559268160322505
Friulian	0.11359234362538453
Tajik in Latin script	0.04673270490493689
Fijian	0.02177816834142055
Lule Sami	0.03857442348008386
Western Armenian	1.493932584269663
Mon language spelling	1.8181818181818181
Turkish	0.2932128138586216
Galician	0.24018278912318042
Sesotho	0.02200479233226837
Tahitian	0.05151064045742126
Aromanian	0.026657060518731988
Lozi	0.01411420456990404
Fiji Hindi in Latin script	0.01963003434280362
Picard	0.12104588831291235
Tuvan	1.723809523809524
Putonghua	1.665711522619005
Choctaw	0.019951773490976977
Luxembourgish	0.18625520450649033
Taiwanese Mandarin	1.463646967340591
Sassarese	0.014741910957168201
Southern Kurdish	0.033112582781456956
Chinese	1.0482011267652334
Eastern Punjabi	1.106886517943744
Livvi-Karelian	0.1791363830696879
Tunisian Arabic in Arabic script	2.257453666398066
Nepali	1.3317445185891326
Belarusian	2.588806787082649
Ancient Greek	1.581573896353167
Kashmiri in Arabic script	0.11864406779661017
Hawaiian	0.029706866024001573
Inari Sami	0.21338383838383837
Bosnian	0.22845626998846327
Toba Batak	0.06315789473684211
Brazilian Portuguese	0.3320521524187512
Neapolitan	0.11167272754995464
Akan Wiktionary	0.026516007532956687
Malaysian Mandarin	0.9725762842796446
Georgian	1.9313543599257885
Tajik in Cyrillic script	0.49480968858131485
Scots	0.2960618462937699
Gorontalo	0.05402333686922261
Indonesian	0.22002205012549805
Estonian	0.2750669296583257
Min Dong	0.057944067089135964
Ambonese	0.0
North Korean standard language	0.1134020618556701
Kurdish in Latin script	0.036771042803792016
Goan Konkani	0.951304347826087
Japanese	1.621270380829903
Pennsylvania German	0.03712281846354591
Serbo-Croatian	0.46195872116552006
Lojban	0.029634179110206903
Veps	0.1718234403509453
Walloon	0.1434136488241235
Samogitian	0.05768022616616931
French	0.2478917302960524
Kazakh in Turkey	0.08814491347242438
Simplified Chinese	1.5349764039108542
Sakizaya	0.3130016051364366
Nias	0.0
Louisiana French	0.1672571082435434
British English	0.3489909621152368
Banyumasan	0.025618654822335024
Lithuanian	0.2813657134393531
Traditional Chinese	0.8860424044303028
Interlingua	0.11492790120358835
Spanish	0.18723998766310462
Novial	0.02837961550198352
Minangkabau	0.08454568657478305
Tetum	0.03586748565099184
Dzongkha	0.3604060913705584
Burmese	0.24235343208846233
Kabiye	0.4343283582089552
Zazaki	0.06707613719289711
Hunsrik	0.08728763913298183
Jutlandic	0.0845771144278607
Inuktitut	0.017669059799664676
Riffian	0.014340139548820683
Romansh	0.09629440140330361
Buginese	0.029811240557197784
Moldovan	0.02807239247190504
Ukrainian	3.3733549116003543
Livonian	0.08908973531310523
Emilian	0.0722256664600124
Pite Sami	0.03442089920394663
Kabardian in Cyrillic script	0.0903954802259887
Marwari (India)	0.04938271604938271
Northern Sotho	0.02012421358283594
Pali	0.1493989696622782
Cebuano	0.1119484937878168
Kazakh in Cyrillic script	2.3531448355452973
Gagauz	0.024410839026636984
Chuvash	7.194829424307036
Cantonese	1.2249804704452738
