lang_code	language	comment	orthography	is_subtag	en_wikipedia_link	wikidata_url
mwv	Mentawai		Latin	FALSE	https://en.wikipedia.org/wiki/Mentawai_language	http://www.wikidata.org/entity/Q13365
my	Burmese		Burmese	FALSE	https://en.wikipedia.org/wiki/Burmese_language	http://www.wikidata.org/entity/Q9228
myv	Erzya		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Erzya_language	http://www.wikidata.org/entity/Q29952
mzn	Mazanderani		Arabic	FALSE	https://en.wikipedia.org/wiki/Mazanderani_language	http://www.wikidata.org/entity/Q13356
na	Nauruan		Latin	FALSE	https://en.wikipedia.org/wiki/Nauruan_language	http://www.wikidata.org/entity/Q13307
nah	Nahuatl		Latin	FALSE	https://en.wikipedia.org/wiki/Nahuatl	http://www.wikidata.org/entity/Q13300
nan	Southern Min		CJK	FALSE	https://en.wikipedia.org/wiki/Southern_Min	http://www.wikidata.org/entity/Q36495
nan-hani	nan-hani		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q107530761
nap	Neapolitan		Latin	FALSE	https://en.wikipedia.org/wiki/Neapolitan_language	http://www.wikidata.org/entity/Q33845
nb	Bokmål		Latin	FALSE	https://en.wikipedia.org/wiki/Bokmål	http://www.wikidata.org/entity/Q25167
nds	Low German		Latin	FALSE	https://en.wikipedia.org/wiki/Low_German	http://www.wikidata.org/entity/Q25433
nds-nl	Dutch Low Saxon		Latin	TRUE	https://en.wikipedia.org/wiki/Dutch_Low_Saxon	http://www.wikidata.org/entity/Q516137
ne	Nepali		Devanagari	FALSE	https://en.wikipedia.org/wiki/Nepali_language	http://www.wikidata.org/entity/Q33823
new	Newar	Also Brahmic	Devanagari	FALSE	https://en.wikipedia.org/wiki/Newar_language	http://www.wikidata.org/entity/Q33979
ng	Ndonga		Latin	FALSE	https://en.wikipedia.org/wiki/Ndonga_dialect	http://www.wikidata.org/entity/Q33900
nia	Nias		Latin	FALSE	https://en.wikipedia.org/wiki/Nias_language	http://www.wikidata.org/entity/Q2407831
niu	Niuean		Latin	FALSE	https://en.wikipedia.org/wiki/Niuean_language	http://www.wikidata.org/entity/Q33790
nl	Dutch		Latin	FALSE	https://en.wikipedia.org/wiki/Dutch_language	http://www.wikidata.org/entity/Q7411
nl-be	Belgian Dutch		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q1404296
nl-informal	informal Dutch		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64427356
nn	Nynorsk		Latin	FALSE	https://en.wikipedia.org/wiki/Nynorsk	http://www.wikidata.org/entity/Q25164
nn-hognorsk	Høgnorsk		Latin	TRUE	https://en.wikipedia.org/wiki/Høgnorsk	http://www.wikidata.org/entity/Q1420587
no	Norwegian Wikipedias		Latin	FALSE	https://en.wikipedia.org/wiki/Norwegian_Wikipedia	http://www.wikidata.org/entity/Q191769
no	Norwegian		Latin	FALSE	https://en.wikipedia.org/wiki/Norwegian_language	http://www.wikidata.org/entity/Q9043
nod	Northern Thai		Thai, Tai Tham	FALSE	https://en.wikipedia.org/wiki/Northern_Thai_language	http://www.wikidata.org/entity/Q565110
nog	Nogai		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Nogai_language	http://www.wikidata.org/entity/Q33871
non	Old Norse		Latin	FALSE	https://en.wikipedia.org/wiki/Old_Norse	http://www.wikidata.org/entity/Q35505
nov	Novial		Latin	FALSE	https://en.wikipedia.org/wiki/Novial	http://www.wikidata.org/entity/Q36738
nqo	N'Ko		NKo	FALSE	https://en.wikipedia.org/wiki/N'Ko_language	http://www.wikidata.org/entity/Q18546266
nr	Southern Ndebele		Latin	FALSE	https://en.wikipedia.org/wiki/Southern_Ndebele_language	http://www.wikidata.org/entity/Q36785
nrf-gg	Guernésiais		Latin	TRUE	https://en.wikipedia.org/wiki/Guernésiais	http://www.wikidata.org/entity/Q56428
nrf-je	Jèrriais		Latin	TRUE	https://en.wikipedia.org/wiki/Jèrriais	http://www.wikidata.org/entity/Q56430
nrm	Norman		Latin	FALSE	https://en.wikipedia.org/wiki/Norman_language	http://www.wikidata.org/entity/Q33850
nsk	Naskapi		Latin	FALSE	https://en.wikipedia.org/wiki/Naskapi_language	http://www.wikidata.org/entity/Q1704302
nso	Northern Sotho		Latin	FALSE	https://en.wikipedia.org/wiki/Northern_Sotho_language	http://www.wikidata.org/entity/Q33890
nui	Kombe		Latin	FALSE	https://en.wikipedia.org/wiki/Kombe_language	http://www.wikidata.org/entity/Q36459
nv	Navajo		Latin	FALSE	https://en.wikipedia.org/wiki/Navajo_language	http://www.wikidata.org/entity/Q13310
nxm	Numidian	Extinct	Tifinagh	FALSE	https://en.wikipedia.org/wiki/Numidian_language	http://www.wikidata.org/entity/Q35761
ny	Chewa		LatIn	FALSE	https://en.wikipedia.org/wiki/Chewa_language	http://www.wikidata.org/entity/Q33273
nys	Noongar		Latin	FALSE	https://en.wikipedia.org/wiki/Nyungar_language	http://www.wikidata.org/entity/Q7049771
oc	Occitan		Latin	FALSE	https://en.wikipedia.org/wiki/Occitan_language	http://www.wikidata.org/entity/Q14185
oj	Ojibwe		Latin	FALSE	https://en.wikipedia.org/wiki/Ojibwe_language	http://www.wikidata.org/entity/Q33875
olo	Livvi-Karelian	Also Latin in Finland	Cyrillic	FALSE	https://en.wikipedia.org/wiki/Livvi-Karelian_language	http://www.wikidata.org/entity/Q36584
om	Oromo		Latin	FALSE	https://en.wikipedia.org/wiki/Oromo_language	http://www.wikidata.org/entity/Q33864
ood	O'odham		Latin	FALSE	https://en.wikipedia.org/wiki/Oʼodham_language	http://www.wikidata.org/entity/Q2393095
or	Odia		Odia	FALSE	https://en.wikipedia.org/wiki/Odia_language	http://www.wikidata.org/entity/Q33810
os	Ossetian		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Ossetian_language	http://www.wikidata.org/entity/Q33968
osa	Osage		Latin	FALSE	https://en.wikipedia.org/wiki/Osage_language	http://www.wikidata.org/entity/Q2600085
osa-latn	Osage in Latin script		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q107530022
ota	Ottoman Turkish		Arabic	FALSE	https://en.wikipedia.org/wiki/Ottoman_Turkish	http://www.wikidata.org/entity/Q36730
otk	Old Turkic		Arabic	FALSE	https://en.wikipedia.org/wiki/Old_Turkic	http://www.wikidata.org/entity/Q34988
ovd	Elfdalian		Latin	FALSE	https://en.wikipedia.org/wiki/Elfdalian	http://www.wikidata.org/entity/Q254950
pa	Eastern Punjabi		Arabic, Gurmukhi, Devanagari	FALSE	https://en.wikipedia.org/wiki/Eastern_Punjabi	http://www.wikidata.org/entity/Q28164079
pa	Punjabi		Arabic, Gurmukhi, Devanagari	FALSE	https://en.wikipedia.org/wiki/Punjabi_language	http://www.wikidata.org/entity/Q58635
pag	Pangasinan		Latin	FALSE	https://en.wikipedia.org/wiki/Pangasinan_language	http://www.wikidata.org/entity/Q33879
pam	Kapampangan		Latin	FALSE	https://en.wikipedia.org/wiki/Kapampangan_language	http://www.wikidata.org/entity/Q36121
pap	Papiamento		Latin	FALSE	https://en.wikipedia.org/wiki/Papiamento	http://www.wikidata.org/entity/Q33856
pcd	Picard		Latin	FALSE	https://en.wikipedia.org/wiki/Picard_language	http://www.wikidata.org/entity/Q34024
pdc	Pennsylvania German		Latin	FALSE	https://en.wikipedia.org/wiki/Pennsylvania_Dutch_language	http://www.wikidata.org/entity/Q22711
pdt	Plautdietsch		Latin	FALSE	https://en.wikipedia.org/wiki/Plautdietsch_language	http://www.wikidata.org/entity/Q1751432
peo	Old Persian		Latin	FALSE	https://en.wikipedia.org/wiki/Old_Persian	http://www.wikidata.org/entity/Q35225
pfl	Palatinate German		Latin	FALSE	https://en.wikipedia.org/wiki/Palatine_German_language	http://www.wikidata.org/entity/Q23014
pi	Pali		Brahmi	FALSE	https://en.wikipedia.org/wiki/Pali	http://www.wikidata.org/entity/Q36727
pih	Pitkern		Latin	FALSE	https://en.wikipedia.org/wiki/Pitkern_language	http://www.wikidata.org/entity/Q36554
pis	Pijin		Latin	FALSE	https://en.wikipedia.org/wiki/Pijin_language	http://www.wikidata.org/entity/Q36699
pjt	Pitjantjatjara		Latin	FALSE	https://en.wikipedia.org/wiki/Pitjantjatjara_dialect	http://www.wikidata.org/entity/Q2982063
pko	Pökoot		Latin	FALSE	https://en.wikipedia.org/wiki/Pökoot_language	http://www.wikidata.org/entity/Q36323
pl	Polish		Latin	FALSE	https://en.wikipedia.org/wiki/Polish_language	http://www.wikidata.org/entity/Q809
pms	Piedmontese		Latin	FALSE	https://en.wikipedia.org/wiki/Piedmontese_language	http://www.wikidata.org/entity/Q15085
pmy	Papuan Malay		Latin	FALSE	https://en.wikipedia.org/wiki/Papuan_Malay	http://www.wikidata.org/entity/Q12473446
pnb	Punjabi		Arabic, Gurmukhi, Devanagari	FALSE	https://en.wikipedia.org/wiki/Punjabi_language	http://www.wikidata.org/entity/Q58635
pnb	Western Punjabi		Arabic, Gurmukhi, Devanagari	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q1389492
pnt	Pontic Greek		Greek	FALSE	https://en.wikipedia.org/wiki/Pontic_Greek	http://www.wikidata.org/entity/Q36748
ppu	Papora-Hoanya		Latin	FALSE	https://en.wikipedia.org/wiki/Papora-Hoanya_language	http://www.wikidata.org/entity/Q2094884
prg	Old Prussian		Latin	FALSE	https://en.wikipedia.org/wiki/Old_Prussian_language	http://www.wikidata.org/entity/Q35501
ps	Pashto		Arabic	FALSE	https://en.wikipedia.org/wiki/Pashto	http://www.wikidata.org/entity/Q58680
pt	Portuguese		Latin	FALSE	https://en.wikipedia.org/wiki/Portuguese_language	http://www.wikidata.org/entity/Q5146
pt-ao1990	Portuguese Language Orthographic Agreement of 1990		Latin	TRUE	https://en.wikipedia.org/wiki/Portuguese_Language_Orthographic_Agreement_of_1990	http://www.wikidata.org/entity/Q1113432
pt-br	Brazilian Portuguese		Latin	TRUE	https://en.wikipedia.org/wiki/Brazilian_Portuguese	http://www.wikidata.org/entity/Q750553
pwn	Paiwan		Latin	FALSE	https://en.wikipedia.org/wiki/Paiwan_language	http://www.wikidata.org/entity/Q715755
pwn	katadrengan		Latin	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q108340302
pyu	Puyuma		Latin	FALSE	https://en.wikipedia.org/wiki/Puyuma_language	http://www.wikidata.org/entity/Q716690
qu	Quechua		Latin	FALSE	https://en.wikipedia.org/wiki/Quechuan_languages	http://www.wikidata.org/entity/Q5218
quc	K’iche’		Latin	FALSE	https://en.wikipedia.org/wiki/Kʼicheʼ_language	http://www.wikidata.org/entity/Q36494
qug	Kichwa		Latin	FALSE	https://en.wikipedia.org/wiki/Kichwa_language	http://www.wikidata.org/entity/Q1740805
qya	Quenya	JRR Tolkien	Latin	FALSE	https://en.wikipedia.org/wiki/Quenya	http://www.wikidata.org/entity/Q56383
rar	Cook Islands Maori		Latin	FALSE	https://en.wikipedia.org/wiki/Cook_Islands_Māori	http://www.wikidata.org/entity/Q36745
rcf	Réunion Creole		Latin	FALSE	https://en.wikipedia.org/wiki/Réunion_Creole	http://www.wikidata.org/entity/Q13198
rgn	Romagnol		Latin	FALSE	https://en.wikipedia.org/wiki/Romagnol_dialects	http://www.wikidata.org/entity/Q1641543
rif	Tarifit	Historically Arabic	Latin	FALSE	https://en.wikipedia.org/wiki/Tarifit	http://www.wikidata.org/entity/Q34174
rki	Arakanese		Burmese	FALSE	https://en.wikipedia.org/wiki/Arakanese_language	http://www.wikidata.org/entity/Q3450749
rkt	Rangpuri		Bengali, Devanagari	FALSE	https://en.wikipedia.org/wiki/Rangpuri_language	http://www.wikidata.org/entity/Q3241618
rm	Romansh		Latin	FALSE	https://en.wikipedia.org/wiki/Romansh_language	http://www.wikidata.org/entity/Q13199
rm-puter	Putèr		Latin	TRUE	https://en.wikipedia.org/wiki/Putèr	http://www.wikidata.org/entity/Q688309
rm-rumgr	Rumantsch Grischun		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q688873
rm-surmiran	Surmiran		Latin	TRUE	https://en.wikipedia.org/wiki/Surmiran_dialect	http://www.wikidata.org/entity/Q690216
rm-sursilv	Sursilvan		Latin	TRUE	https://en.wikipedia.org/wiki/Sursilvan	http://www.wikidata.org/entity/Q688348
rm-sutsilv	Sutsilvan		Latin	TRUE	https://en.wikipedia.org/wiki/Sutsilvan_dialects_(Romansh)	http://www.wikidata.org/entity/Q688272
rm-vallader	Vallader		Latin	TRUE	https://en.wikipedia.org/wiki/Vallader_dialect	http://www.wikidata.org/entity/Q690226
rmc	Carpathian Romani		Latin	FALSE	https://en.wikipedia.org/wiki/Carpathian_Romani	http://www.wikidata.org/entity/Q5045611
rmf	Finnish Kalo		Latin	FALSE	https://en.wikipedia.org/wiki/Finnish_Kalo_language	http://www.wikidata.org/entity/Q2093214
rmy	Romani		Latin	FALSE	https://en.wikipedia.org/wiki/Romani_language	http://www.wikidata.org/entity/Q13201
rn	Kirundi		Latin	FALSE	https://en.wikipedia.org/wiki/Kirundi	http://www.wikidata.org/entity/Q33583
ro	Romanian		Latin	FALSE	https://en.wikipedia.org/wiki/Romanian_language	http://www.wikidata.org/entity/Q7913
roa-tara	Tarantino		Latin	TRUE	https://en.wikipedia.org/wiki/Tarantino_dialect	http://www.wikidata.org/entity/Q695526
ru	Russian		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Russian_language	http://www.wikidata.org/entity/Q7737
ru-sib	Siberian		Cyrillic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q1194341
rue	Rusyn	Latin in Slovakia	Cyrillic	FALSE	https://en.wikipedia.org/wiki/Rusyn_language	http://www.wikidata.org/entity/Q26245
rup	Aromanian		Latin	FALSE	https://en.wikipedia.org/wiki/Aromanian_language	http://www.wikidata.org/entity/Q29316
ruq	Megleno-Romanian		Latin	FALSE	https://en.wikipedia.org/wiki/Megleno-Romanian_language	http://www.wikidata.org/entity/Q13358
ruq-cyrl	Megleno-Romanian in Cyrillic script		Cyrillic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362998
ruq-latn	Megleno-Romanian in Latin script		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362999
rw	Kinyarwanda		Latin	FALSE	https://en.wikipedia.org/wiki/Kinyarwanda	http://www.wikidata.org/entity/Q33573
rwr	Marwari	Arabic used in Pakistan	Devanagari, Arabic	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q65455884
ryu	Okinawan		CJK	FALSE	https://en.wikipedia.org/wiki/Okinawan_language	http://www.wikidata.org/entity/Q34233
sa	Sanskrit		Devanagari	FALSE	https://en.wikipedia.org/wiki/Sanskrit	http://www.wikidata.org/entity/Q11059
sah	Sakha		Cyrillic	FALSE	https://en.wikipedia.org/wiki/Yakut_language	http://www.wikidata.org/entity/Q34299
sat	Santali		Ol Chiki, Bengali	FALSE	https://en.wikipedia.org/wiki/Santali_language	http://www.wikidata.org/entity/Q33965
sat-beng	Santali in Bengali script		Bengali	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q107550055
sc	Sardinian		Latin	FALSE	https://en.wikipedia.org/wiki/Sardinian_language	http://www.wikidata.org/entity/Q33976
scn	Sicilian		Latin	FALSE	https://en.wikipedia.org/wiki/Sicilian_language	http://www.wikidata.org/entity/Q33973
sco	Scots		Latin	FALSE	https://en.wikipedia.org/wiki/Scots_language	http://www.wikidata.org/entity/Q14549
sd	Sindhi		Arabic, Devanagari	FALSE	https://en.wikipedia.org/wiki/Sindhi_language	http://www.wikidata.org/entity/Q33997
sdc	Sassarese		Latin	FALSE	https://en.wikipedia.org/wiki/Sassarese_language	http://www.wikidata.org/entity/Q845441
sdh	Southern Kurdish		Arabic	FALSE	https://en.wikipedia.org/wiki/Southern_Kurdish	http://www.wikidata.org/entity/Q1496597
se	Northern Sami		Latin	FALSE	https://en.wikipedia.org/wiki/Northern_Sami	http://www.wikidata.org/entity/Q33947
sei	Seri	Near-extinct	Latin	FALSE	https://en.wikipedia.org/wiki/Seri_language	http://www.wikidata.org/entity/Q36583
ses	Koyraboro Senni		Latin	FALSE	https://en.wikipedia.org/wiki/Koyraboro_Senni	http://www.wikidata.org/entity/Q35655
sg	Sango		Latin	FALSE	https://en.wikipedia.org/wiki/Sango_language	http://www.wikidata.org/entity/Q33954
sh	Serbo-Croatian		Latin, Cyrillic	FALSE	https://en.wikipedia.org/wiki/Serbo-Croatian	http://www.wikidata.org/entity/Q9301
shi	Tashelhit		Arabic, Latin, Tifinagh	FALSE	https://en.wikipedia.org/wiki/Shilha_language	http://www.wikidata.org/entity/Q34152
shi-latn	Tachelhit in Latin script		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363000
shi-tfng	Tachelhit in Tifinagh script		Tifinagh	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363001
shn	Shan		Burmese	FALSE	https://en.wikipedia.org/wiki/Shan_language	http://www.wikidata.org/entity/Q56482
shy	Shawiya		Tifinagh	FALSE	https://en.wikipedia.org/wiki/Shawiya_language	http://www.wikidata.org/entity/Q33274
shy-latn	Shawiya in Latin script		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363002
si	Sinhala		Sinhala	FALSE	https://en.wikipedia.org/wiki/Sinhala_language	http://www.wikidata.org/entity/Q13267
sid	Sidamo		Latin	FALSE	https://en.wikipedia.org/wiki/Sidama_language	http://www.wikidata.org/entity/Q33786
simple	Simple English		Latin	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q21480034
sjd	Kildin Sami		Latin	FALSE	https://en.wikipedia.org/wiki/Kildin_Sami	http://www.wikidata.org/entity/Q33656
sje	Pite Sami		Latin	FALSE	https://en.wikipedia.org/wiki/Pite_Sami	http://www.wikidata.org/entity/Q56314
sjm	Mapun		Latin	FALSE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q3287253
sjn	Sindarin	Tolkien	Tengwar	FALSE	https://en.wikipedia.org/wiki/Sindarin	http://www.wikidata.org/entity/Q56437
sjt	Ter Sami		Cyrillic, Latin	FALSE	https://en.wikipedia.org/wiki/Ter_Sami	http://www.wikidata.org/entity/Q36656
sju	Ume Sami		Latin	FALSE	https://en.wikipedia.org/wiki/Ume_Sámi	http://www.wikidata.org/entity/Q56415
sk	Slovak		Latin	FALSE	https://en.wikipedia.org/wiki/Slovak_language	http://www.wikidata.org/entity/Q9058
skr	Saraiki		Arabic	FALSE	https://en.wikipedia.org/wiki/Saraiki_language	http://www.wikidata.org/entity/Q33902
skr-arab	Saraiki in Arabic script		Arabic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363003
sl	Slovene		Latin	FALSE	https://en.wikipedia.org/wiki/Slovene_language	http://www.wikidata.org/entity/Q9063
sli	Silesian German		Latin	FALSE	https://en.wikipedia.org/wiki/Silesian_German	http://www.wikidata.org/entity/Q152965
sm	Samoan		Latin	FALSE	https://en.wikipedia.org/wiki/Samoan_language	http://www.wikidata.org/entity/Q34011
sma	Southern Sami		Latin	FALSE	https://en.wikipedia.org/wiki/Southern_Sámi	http://www.wikidata.org/entity/Q13293
smj	Lule Sami		Latin	FALSE	https://en.wikipedia.org/wiki/Lule_Sami	http://www.wikidata.org/entity/Q56322
smn	Inari Sami		Latin	FALSE	https://en.wikipedia.org/wiki/Inari_Sami	http://www.wikidata.org/entity/Q33462
sms	Skolt Sami		Latin	FALSE	https://en.wikipedia.org/wiki/Skolt_Sami	http://www.wikidata.org/entity/Q13271
sn	Shona		Latin	FALSE	https://en.wikipedia.org/wiki/Shona_language	http://www.wikidata.org/entity/Q34004
so	Somali		Latin	FALSE	https://en.wikipedia.org/wiki/Somali_language	http://www.wikidata.org/entity/Q13275
sou	Southern Thai		Thai	FALSE	https://en.wikipedia.org/wiki/Southern_Thai_language	http://www.wikidata.org/entity/Q56508
sq	Albanian		Latin	FALSE	https://en.wikipedia.org/wiki/Albanian_language	http://www.wikidata.org/entity/Q8748
sr	Serbian		Cyrillic, Latin	FALSE	https://en.wikipedia.org/wiki/Serbian_language	http://www.wikidata.org/entity/Q9299
sr-ec	Serbian written in Cyrillic		Cyillic	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q21161942
sr-el	Serbian (Latin script)		Latin	TRUE	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q21161949
srn	Sranan Tongo		Latin	FALSE	https://en.wikipedia.org/wiki/Sranan_Tongo	http://www.wikidata.org/entity/Q33989
srq	Sirionó		Latin	FALSE	https://en.wikipedia.org/wiki/Sirionó_language	http://www.wikidata.org/entity/Q3027953
ss	Swazi		Latin	FALSE	https://en.wikipedia.org/wiki/Swazi_language	http://www.wikidata.org/entity/Q34014
ssf	Thao		Latin	FALSE	https://en.wikipedia.org/wiki/Thao_language	http://www.wikidata.org/entity/Q676492
st	Sesotho		Latin	FALSE	https://en.wikipedia.org/wiki/Sotho_language	http://www.wikidata.org/entity/Q34340
stq	Saterland Frisian		Latin	FALSE	https://en.wikipedia.org/wiki/Saterland_Frisian_language	http://www.wikidata.org/entity/Q27154
